PassengerId,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,HomePlanet_Europa,HomePlanet_Mars
0001_01,False,B/0/P,TRAPPIST-1e,0.49367088607594933,False,0.0,0.0,0.0,0.0,0.0,Maham Ofracculy,False,True,False
0002_01,False,F/0/S,TRAPPIST-1e,0.3037974683544304,False,0.0076080128428840646,0.0003018817294468856,0.0010641920653839604,0.024500178507675833,0.0018232296026188207,Juanna Vines,True,False,False
0003_01,False,A/0/S,TRAPPIST-1e,0.7341772151898734,True,0.0030013261673762824,0.11994767383356253,0.0,0.2996697607997144,0.002030414784734596,Altark Susent,False,True,False
0003_02,False,A/0/S,TRAPPIST-1e,0.4177215189873418,False,0.0,0.04303491765337269,0.015792610250297972,0.14856301320956802,0.007997348029668918,Solam Susent,False,True,False
0004_01,False,F/1/S,TRAPPIST-1e,0.20253164556962025,False,0.021148879737558454,0.0023479690068091102,0.006427720074919121,0.025214209210996073,8.287407284631003e-05,Willy Santantines,True,False,False
0005_01,False,F/0/P,PSO J318.5-22,0.5569620253164557,False,0.0,0.01620098614698286,0.0,0.012986433416636916,0.0,Sandie Hinetthews,True,False,False
0006_01,False,F/2/S,TRAPPIST-1e,0.3291139240506329,False,0.0029315278844140435,0.05162177573541744,0.00012770304784607525,0.0,0.0,Billex Jacostaffey,True,False,False
0006_02,True,G/0/S,TRAPPIST-1e,0.35443037974683544,False,0.0,0.0,0.0,0.0,0.012632279090839752,Candra Jacostaffey,True,False,False
0007_01,False,F/3/S,TRAPPIST-1e,0.4430379746835443,False,0.0,0.02633079529064502,0.0007236506044610931,0.009639414494823279,0.0,Andona Beston,True,False,False
0008_01,True,B/1/P,55 Cancri e,0.17721518987341772,False,0.0,0.0,0.0,0.0,0.0,Erraiam Flatic,True,True,False
0008_02,True,B/1/P,TRAPPIST-1e,0.43037974683544306,False,0.0,0.0,0.007395248132214369,0.0,0.0,Altardr Flatic,True,True,False
0008_03,False,B/1/P,55 Cancri e,0.569620253164557,False,0.002722133035527326,0.24469191292389225,0.02507236506044611,0.004908961085326669,0.005138192516471222,Wezena Flatic,True,True,False
0009_01,False,F/1/P,TRAPPIST-1e,0.4050632911392405,False,0.005095274656243457,0.0,0.0478035075770475,0.0,0.004682385115816517,Berers Barne,True,False,True
0010_01,False,G/1/S,TRAPPIST-1e,0.6075949367088608,False,0.05018496544984993,3.3542414382987286e-05,0.0027668993699982974,0.0,0.0009944888741557204,Reney Baketton,False,False,False
0011_01,False,F/2/P,TRAPPIST-1e,0.35443037974683544,False,0.000558386263697913,0.03267031160902962,0.000510812191384301,8.925383791503035e-05,0.0002900592549620851,Elle Bertsontry,True,False,False
0012_01,False,,TRAPPIST-1e,0.3924050632911392,False,0.002233545054791652,0.0,0.03728928997105398,0.0,0.0,Justie Pooles,False,False,False
0014_01,False,F/3/P,55 Cancri e,0.34177215189873417,False,0.08976059188943952,0.004092174554724449,0.007395248132214369,0.0,0.0,Flats Eccle,False,False,True
0015_01,False,F/4/P,55 Cancri e,0.3037974683544304,False,0.0,3.3542414382987286e-05,0.0,0.0,0.026395392201549746,Carry Hughriend,False,False,False
0016_01,True,F/5/P,TRAPPIST-1e,0.569620253164557,False,0.0,0.0,0.0,0.0,0.0,Alus Upead,True,False,True
0017_01,False,G/0/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Lyde Brighttt,True,False,False
0017_02,False,F/6/P,55 Cancri e,0.17721518987341772,False,0.02875689258044252,0.0,4.256768261535842e-05,0.0,0.028135747731322255,Philda Brighttt,False,False,False
0020_01,True,E/0/S,TRAPPIST-1e,0.012658227848101266,False,0.0,0.0,0.0,0.0,0.0,Almary Brantuarez,False,False,False
0020_02,True,E/0/S,55 Cancri e,0.620253164556962,False,0.0,0.0,0.0,0.0,0.0,Glendy Brantuarez,False,False,False
0020_03,True,E/0/S,55 Cancri e,0.3670886075949367,False,0.0,0.0,0.007395248132214369,0.0,0.0,Mollen Mcfaddennon,False,False,False
0020_04,False,E/0/S,TRAPPIST-1e,0.12658227848101267,False,0.0,0.0,0.0,0.0,0.0,Breney Jacostanley,True,False,False
0020_05,True,E/0/S,PSO J318.5-22,0.012658227848101266,False,0.015682809903064355,0.0,0.0,0.0,0.0,Mael Brantuarez,False,False,False
0020_06,False,E/0/S,TRAPPIST-1e,0.08860759493670886,False,0.0,0.0,0.0,0.0,0.0,Terta Mcfaddennon,False,False,False
0022_01,False,D/0/P,TRAPPIST-1e,0.26582278481012656,False,0.06840231730299434,6.708482876597457e-05,0.002937170100459731,0.0,0.0,,False,False,True
0024_01,True,C/2/S,TRAPPIST-1e,0.7848101265822784,False,0.0,0.0,0.007395248132214369,0.0,0.0,Penton Fullided,True,True,False
0025_01,False,F/6/S,TRAPPIST-1e,0.18987341772151897,False,0.0,0.00754704323617214,0.0,0.044537665119600146,0.0,Karard Brookenson,False,False,False
0026_01,False,C/0/P,55 Cancri e,0.43037974683544306,False,0.0015355622251692607,0.2037030825478818,0.0,0.06417350946090682,0.013591347946794846,Anyoni Unconary,False,True,False
0028_01,False,F/8/P,TRAPPIST-1e,0.5443037974683544,False,0.07852306833251901,0.0,0.005789204835688745,0.0021420921099607284,0.0,Ceros Mare,False,False,True
0030_01,False,G/4/S,TRAPPIST-1e,0.4050632911392405,False,0.0,0.028511052225539193,0.003447982291844032,0.01950196358443413,0.018770977499689222,Ginia Morsentley,False,False,False
0031_01,False,F/9/P,TRAPPIST-1e,0.5949367088607594,False,0.014936832553919173,0.0,0.060063000170270726,0.0,0.05092611776405751,Coobix Datie,True,False,True
0031_02,False,F/9/P,TRAPPIST-1e,0.02531645569620253,False,0.0,0.0,0.0,0.0,0.0,Cinets Datie,True,False,True
0031_03,False,F/9/P,TRAPPIST-1e,0.25316455696202533,False,0.015682809903064355,0.0,0.07449344457687723,0.044180649767940026,0.0,Dontch Datie,True,False,True
0034_01,True,D/1/S,55 Cancri e,0.35443037974683544,False,0.0,0.0,0.0,0.0,0.0,Ziba Oingwhedly,True,True,False
0035_01,False,D/1/P,55 Cancri e,0.2911392405063291,False,0.054721853842395474,0.032334887465199746,0.0,0.04244019992859693,0.0,Luse Butte,False,False,True
0036_01,False,F/8/S,55 Cancri e,0.18987341772151897,,0.0,0.016502867876429746,0.002043248765537204,0.0008925383791503035,0.01661625160568516,Marina Leodger,False,False,False
0038_01,False,F/10/S,55 Cancri e,0.25316455696202533,False,0.03866824876108048,0.006540770804682521,0.0,0.11629775080328454,0.0,Loise Wheelez,False,False,False
0039_01,True,G/1/P,55 Cancri e,0.37974683544303794,False,0.0,0.0,0.007395248132214369,0.0,0.0,Jorgie Batthewitt,False,False,False
0041_01,True,G/2/P,TRAPPIST-1e,0.21518987341772153,False,0.0,0.0,0.0,0.0,0.0,Margia Moodsey,True,False,False
0043_01,False,B/3/P,TRAPPIST-1e,0.569620253164557,False,0.0,0.005500955958809915,0.0019155457176911288,0.1120581935023206,0.03542866614179754,Ankalik Cylistrand,False,True,False
0044_01,True,G/3/P,TRAPPIST-1e,0.6962025316455696,False,0.0,0.0,0.0,0.0,0.0,Jodye Coopelandez,False,False,False
0044_02,True,G/3/P,55 Cancri e,0.05063291139240506,False,0.0,0.0,0.0,0.0,0.0,Kayne Coopelandez,True,False,False
0044_03,True,G/3/P,PSO J318.5-22,0.26582278481012656,False,0.0,0.0,0.0,0.0,0.0,Cassa Coopelandez,True,False,False
0045_01,False,F/10/P,TRAPPIST-1e,0.26582278481012656,False,0.06770433447337196,0.0,0.007662182870764515,0.0,0.002651970331081921,Zelowl Chmad,False,False,True
0045_02,True,F/10/P,,0.24050632911392406,False,0.0,0.0,0.0,0.0,0.0,Mass Chmad,True,False,True
0050_01,False,E/1/S,55 Cancri e,0.4430379746835443,False,0.05514064354016891,0.0,0.0,0.013885165026255942,0.0,Sony Lancis,False,False,False
0051_01,False,E/2/S,TRAPPIST-1e,0.7088607594936709,False,0.0,0.003756750410894576,0.0,0.061540521242413423,0.005262503625740687,Vivia Johnshines,False,False,False
0052_01,False,G/6/S,TRAPPIST-1e,0.3649105122463968,False,0.0002791931318489565,0.0,8.513536523071684e-05,0.20898786147804357,0.0,Elaney Hubbarton,False,False,False
0053_01,False,F/11/S,TRAPPIST-1e,0.31645569620253167,False,0.0,0.0,0.08249616890856461,0.0,4.1437036423155016e-05,Elson Hickerson,True,False,False
